tweet_id,annotator1,annotator2,annotator3
1560175901739974656,negative,neutral,neutral
1560166779040800768,negative,positive,negative
1563525951765417986,negative,neutral,positive
1563467468970295298,negative,neutral,negative
1563327039931035649,negative,neutral,neutral
1563290339183841280,positive,positive,neutral
1563263720720986113,negative,neutral,neutral
1563249052405604353,negative,neutral,neutral
1562982469153869824,negative,neutral,neutral
1562963770594365440,positive,positive,positive
1562962954248523776,positive,positive,positive
1562820225846099968,negative,negative,negative
1562718538019655680,negative,positive,negative
1562506126293274625,negative,neutral,neutral
1562472315711295489,negative,negative,neutral
1562463672873943042,negative,negative,neutral
1562179462669778944,negative,negative,negative
1562178797193072640,negative,negative,negative
1562134433364328449,neutral,negative,negative
1562103925402107905,negative,neutral,neutral
1562102347056267265,positive,negative,neutral
1562065876433731587,positive,positive,neutral
1562020661677236224,negative,negative,negative
1561855273404358656,negative,positive,positive
1561782973904683008,positive,positive,positive
1561765638502518784,neutral,positive,neutral
1561695834084892674,negative,negative,neutral
1561501605773688835,negative,negative,neutral
1561323636291735558,negative,negative,neutral
1561303537614786560,negative,negative,positive
1561299445953724416,negative,neutral,neutral
1560993630495571969,negative,negative,positive
1560743566422732800,positive,neutral,neutral
1560669026694549505,negative,neutral,positive
1560613739556126720,negative,negative,neutral
1560535030111391746,negative,neutral,negative
1560338749707403264,negative,neutral,neutral
1560256852952514561,negative,neutral,negative
1563179124902227969,negative,negative,negative
1562830834784423944,negative,positive,neutral
1562033662983536643,negative,negative,negative
1560724572181352452,negative,positive,positive
1563532030864138240,negative,positive,neutral
1563300832493576194,negative,positive,neutral
1563280375081627649,negative,negative,neutral
1562416961358905345,negative,negative,negative
1562153937486188544,negative,positive,positive
1560883959852154880,negative,positive,positive
1560639257533943808,negative,positive,positive
1560536193137528832,negative,neutral,neutral
1470536382984642563,positive,positive,positive
1563546413241290753,negative,negative,negative
1563542986616893440,negative,negative,negative
1563542972486283266,negative,negative,negative
1563531213998297088,negative,negative,neutral
1563525593622228992,negative,negative,negative
1563493774483148800,negative,negative,neutral
1563457678646452226,negative,neutral,positive
1563313252724969477,negative,neutral,positive
1563309866650718210,negative,negative,neutral
1563250202215325696,negative,neutral,negative
1563242487921389568,negative,negative,neutral
1563185093073846272,negative,negative,negative
1563206049154596864,negative,negative,negative
1563150150662467584,negative,neutral,negative
1562967674119790592,negative,neutral,negative
1562862635200442369,negative,negative,neutral
1562754448040284160,negative,negative,neutral
1562724458817007620,negative,neutral,positive
1562482186611490817,negative,negative,positive
1562403831954169856,negative,negative,negative
1562402672434679808,positive,negative,negative
1562327372367634432,negative,negative,negative
1562246319485456384,negative,neutral,positive
1562214835684884480,negative,negative,negative
1562127597546487808,negative,negative,negative
1562093046795309056,negative,neutral,positive
1562075316646027264,negative,negative,negative
1562012398659280896,negative,negative,negative
1561820228300017665,negative,negative,negative
1561817401397841920,negative,negative,neutral
1561804705113817088,negative,negative,negative
1561796990760931328,negative,negative,neutral
1561789339889278977,negative,negative,negative
1561418577613406208,negative,negative,negative
1561337620273176578,negative,negative,negative
1560988118957887488,neutral,negative,neutral
1560963315324669954,negative,negative,negative
1560893301842186240,negative,negative,negative
1560724187970420741,negative,negative,negative
1560706667368652800,negative,negative,neutral
1560625462795173889,negative,negative,negative
1560521463207268353,negative,neutral,positive
1560540268054675456,negative,negative,negative
1560383856888389632,negative,negative,negative
1560375298243416065,negative,negative,negative
1560367177580138496,negative,negative,negative
1559639119625584651,negative,negative,neutral
1559604216443719680,negative,negative,negative
1560203854364418050,negative,neutral,neutral
1563541149167390723,negative,negative,positive
1563496740887883782,negative,negative,negative
1563454669627990021,negative,negative,negative
1563448258294607872,negative,negative,negative
1562589784521859074,negative,negative,negative
1563219425935114241,negative,negative,negative
1563144493502607370,negative,negative,negative
1563103694870102018,negative,negative,negative
1562925181747748864,negative,negative,negative
1562917761483001856,negative,negative,negative
1562885981065293824,negative,negative,negative
1562873181203214336,negative,negative,negative
1562844481124085760,negative,negative,neutral
1562477745438801920,negative,negative,negative
1562383857512488960,negative,negative,negative
1562225249759944704,negative,negative,neutral
1561920286051733510,negative,negative,negative
1561470278001053696,negative,negative,negative
1561394349899845632,negative,negative,negative
1561394313145221127,negative,negative,negative
1561357382906691585,negative,negative,neutral
1561356391629168641,negative,negative,negative
1561208019693801472,negative,negative,negative
1561186977784991750,positive,negative,negative
1561166631400865792,negative,negative,negative
1561128518460784640,positive,negative,negative
1561009974070984705,negative,negative,negative
1560997866608332806,positive,negative,negative
1560792408400568320,negative,negative,negative
1560746943311069184,negative,negative,negative
1560726556229746689,negative,negative,negative
1560638885683658753,negative,negative,negative
1560344871960985602,positive,negative,negative
1560315785763061760,positive,negative,negative
1560315092708753410,negative,negative,negative
1560299272838336513,negative,negative,negative
1560296164297146372,negative,negative,negative
1563532526219436033,negative,neutral,neutral
1563514585012834304,negative,neutral,neutral
1563466198037082113,positive,negative,negative
1563451912183488512,negative,negative,neutral
1563301072810438663,negative,positive,positive
1563294164791730176,positive,positive,neutral
1563172383791673344,positive,positive,negative
1563162673403273216,negative,negative,neutral
1563154922895736835,positive,positive,positive
1563151592890609666,negative,positive,neutral
1563105320058388480,negative,negative,neutral
1563074564930019329,neutral,neutral,neutral
1562246032594976768,negative,neutral,neutral
1562907530128392192,neutral,negative,neutral
1562881800623362049,negative,positive,positive
1561789877443780609,neutral,neutral,neutral
1561781809289039872,negative,neutral,neutral
1561730662465474563,negative,positive,neutral
1561636124480651266,negative,negative,neutral
1561717682768166913,positive,positive,positive
1561633319024005121,negative,positive,positive
1561630004160724994,negative,positive,positive
1561623302665371650,positive,positive,positive
1561574928142434306,negative,negative,negative
1561372080108703744,positive,neutral,neutral
1561313945335496704,negative,negative,neutral
1561156876548595712,positive,positive,neutral
1561118698244640768,negative,neutral,neutral
1561057998683967491,positive,positive,positive
1561055386639163394,negative,negative,positive
1561011276318474246,negative,negative,negative
1561011055161229315,negative,negative,negative
1560999080054394880,negative,neutral,positive
1560994265303601152,positive,neutral,positive
1560918237499506690,positive,positive,neutral
1560751391861358592,positive,positive,neutral
1560659003570790400,negative,positive,positive
1560382042340315136,negative,positive,neutral
1560344165904523272,positive,positive,neutral
1560339971319517190,negative,positive,neutral
1560315953371545601,positive,neutral,neutral
1560262387403751424,positive,negative,neutral
1563210522182397952,negative,negative,negative
1562931939178188804,negative,negative,negative
1562026224922263552,negative,negative,negative
1561859693873713152,negative,negative,negative
1561657365933457410,negative,negative,negative
1561485282452586503,negative,negative,negative
1561411070937505794,negative,negative,negative
1561410156340170753,negative,neutral,positive
1561352532462542853,negative,negative,negative
1561335916488261632,negative,negative,negative
1561311860850302977,negative,negative,neutral
1561080711230128128,negative,negative,negative
1560878122286944256,negative,negative,negative
1559820656233119744,negative,negative,negative
1563156413534588929,negative,negative,negative
1562726449240412162,negative,negative,negative
1562694220057804802,negative,negative,negative
1562647306453020673,negative,negative,negative
1562589770043510785,negative,negative,negative
1562570146014953472,negative,negative,negative
1562558966621646849,negative,negative,negative
1562550840078237696,negative,negative,neutral
1562445600104546309,negative,negative,negative
1562396903807094784,negative,negative,negative
1562181312060035075,negative,negative,negative
1562180510402707458,negative,negative,negative
1562171920010956800,negative,negative,negative
1562145142701789185,negative,negative,negative
1562123534180171776,negative,negative,negative
1562097874422341635,negative,negative,negative
1562832671889555460,negative,negative,negative
1562583516101353473,negative,negative,negative
1561050168446820353,negative,neutral,positive
1560782533503115264,negative,negative,neutral
1560696576435175427,negative,negative,negative
1560696405634813954,negative,negative,negative
1560312138790494210,negative,negative,negative
1561159657879703553,positive,positive,negative
1561053811606802438,positive,positive,negative
1563114355277066241,positive,positive,neutral
1563098501932011526,negative,neutral,neutral
1560646997539188736,positive,positive,positive
1560635139087994882,positive,positive,positive
1560630799761678338,positive,positive,neutral
1560555014321344513,negative,positive,negative
1563088749156012032,positive,positive,positive
1563087484795654145,negative,positive,negative
1560398882122653696,positive,positive,positive
1560392202869669889,negative,positive,negative
1560391846735519744,positive,positive,positive
1560388446958637056,positive,positive,positive
1560373592172515331,positive,positive,positive
1560348861759119361,positive,positive,positive
1560296544418529280,positive,positive,positive
1560264524561022980,positive,positive,positive
1560261037168943104,negative,positive,negative
1560245418155556871,negative,negative,positive
1560028162066636802,negative,positive,negative
1560026397061652480,negative,positive,positive
1563071522255675392,positive,positive,positive
1560018161172467720,positive,positive,neutral
1560018023318159360,positive,positive,positive
1560017450665742338,positive,positive,positive
1559988368871653376,positive,neutral,positive
1559939170906382336,positive,positive,positive
1559937984727863301,positive,positive,positive
1559909866722021379,negative,neutral,positive
1559870906431946754,negative,positive,positive
1559867594760495106,negative,positive,positive
1559828295738351616,negative,positive,positive
1562958941453426691,negative,positive,positive
1562958672145575936,negative,neutral,negative
1562933455557726208,negative,positive,negative
1562918625673093120,positive,positive,positive
1562891932254490624,negative,neutral,positive
1562887621117820928,positive,positive,positive
1562879839069433860,positive,positive,negative
1562854158986006534,positive,positive,positive
1562850342340939776,negative,negative,neutral
1562847982545825792,positive,positive,positive
1562835481254973440,positive,positive,positive
1562827765308870656,negative,positive,positive
1562826338016571396,negative,positive,negative
1562820463893458944,positive,positive,negative
1562782570311712768,negative,positive,positive
1562746033053974528,negative,positive,positive
1562603101629976581,negative,neutral,positive
1562595125511208964,negative,negative,negative
1562577446637293569,positive,positive,positive
1562574208240332800,positive,positive,positive
1562571384978821122,positive,positive,positive
1562569162048020482,negative,positive,positive
1562565279510843392,negative,negative,positive
1562561387938713602,negative,negative,negative
1562522178742284288,positive,positive,positive
1562517285461716992,negative,negative,negative
1562466844744695814,positive,positive,positive
1562463139647868928,positive,positive,positive
1562459058841350145,negative,negative,negative
1562455726651424770,positive,positive,positive
1562442880643260417,positive,positive,positive
1562406427846639616,negative,positive,positive
1562404096581271553,negative,positive,neutral
1562392413817212928,positive,positive,positive
1562201168222515201,negative,positive,positive
1562197191061811203,positive,positive,positive
1562145302030815234,positive,positive,positive
1562140249018585089,negative,positive,positive
1562123863617671168,negative,positive,positive
1562116054960201728,negative,negative,negative
1562107816739045376,negative,negative,negative
1562098937712070656,positive,positive,negative
1562096591649099776,negative,positive,positive
1562047737784422402,positive,positive,positive
1562039396920164352,positive,positive,positive
1561842089033334784,negative,positive,negative
1561819561929986049,negative,positive,positive
1561776309323325442,positive,positive,positive
1561770986395127808,positive,positive,positive
1561765684169826307,negative,positive,positive
1561757696038260744,negative,positive,positive
1561733016946360320,positive,positive,positive
1561729684718718988,negative,positive,positive
1561728952762335232,negative,positive,negative
1561718874810290176,positive,positive,positive
1561717345973899264,negative,positive,neutral
1561712754058207232,negative,neutral,positive
1561700753680523269,positive,positive,positive
1561696338085122049,neutral,positive,positive
1561693428999749632,negative,neutral,neutral
1561692064156471296,negative,negative,negative
1561690412972220419,positive,positive,neutral
1561659719571456001,positive,positive,positive
1561635851326685189,positive,positive,positive
1561507572359757837,positive,positive,positive
1561493410820898816,negative,positive,positive
1561480698690781184,positive,positive,positive
1561470131167010829,negative,positive,positive
1561430136943255552,negative,positive,positive
1561343241441755136,positive,positive,positive
1561336543247220739,positive,positive,positive
1561324344596381696,negative,negative,negative
1561318177161859073,negative,positive,positive
1561310492370640903,negative,positive,positive
1561298445184409601,positive,positive,positive
1561290371686174722,positive,positive,positive
1561288622896304128,positive,positive,positive
1561288280431366145,negative,positive,positive
1561275592158449664,positive,positive,positive
1561250704102154240,negative,positive,neutral
1560971909742952451,positive,positive,positive
1560783795674136580,negative,positive,positive
1560747283800416257,positive,positive,positive
1560738713495343105,negative,positive,positive
1560634076004028416,negative,neutral,positive
1560562919988858882,negative,positive,negative
1560552643562700800,negative,positive,neutral
1560407362678169600,negative,negative,neutral
1560207588297506817,negative,positive,positive
1563472948828475392,negative,negative,negative
1563535150579077121,negative,negative,neutral
1560702324716216320,positive,neutral,negative
1560692011358887936,positive,positive,positive
1560678299746967552,negative,negative,negative
1560660088355897344,negative,negative,negative
1560659257359380482,negative,negative,positive
1560636416132108288,negative,negative,negative
1560632487381835779,negative,negative,negative
1560620121017573377,positive,neutral,negative
1563514199430828038,positive,positive,positive
1563512795240726530,negative,positive,positive
1563510558225096706,negative,negative,positive
1560389578283941889,negative,negative,negative
1560382406682710017,neutral,neutral,negative
1563500573164711937,negative,negative,negative
1563540021671784451,positive,positive,neutral
1563493042946211841,negative,negative,neutral
1563829788011282432,negative,negative,negative
1563818834083151872,negative,negative,negative
1563637849043640320,negative,negative,neutral
1563635702629269504,negative,neutral,neutral
1563609276987342848,negative,negative,positive
1563592809826770948,positive,neutral,neutral
1563529240276258817,negative,negative,neutral
1563518329704558594,negative,negative,neutral
1563515164544024580,negative,negative,negative
1563349993830117377,negative,neutral,neutral
1563289896252743681,neutral,neutral,neutral
1563283163937267712,positive,positive,positive
1563273121984946176,negative,negative,negative
1563248104740364288,negative,neutral,neutral
1563218502395510784,negative,neutral,neutral
1560416229776662528,negative,neutral,neutral
1563210168154083328,positive,neutral,neutral
1563196658552569862,positive,negative,positive
1563148087870124034,positive,neutral,positive
1563068759815774211,negative,negative,neutral
1562923974572576769,negative,neutral,neutral
1562886044709957633,negative,negative,negative
1562850063537569795,negative,negative,negative
1562829874414333953,negative,negative,negative
1562811107638939651,negative,negative,negative
1562788374460583936,negative,negative,negative
1562783173196791811,negative,negative,negative
1562565788426391553,negative,neutral,neutral
1562520450734755841,positive,positive,positive
1562519708854677507,positive,positive,positive
1562511872238030855,positive,positive,neutral
1562500369321578497,positive,positive,neutral
1562378797348954112,negative,positive,positive
1562349858215829504,negative,neutral,neutral
1562210722570018816,negative,neutral,neutral
1562209939325685760,negative,positive,neutral
1562203770981056518,positive,neutral,neutral
1562175855870230534,negative,negative,negative
1562174167876780032,negative,neutral,neutral
1562149843044384769,negative,neutral,neutral
1562127982050873344,neutral,neutral,neutral
1562120961142521857,neutral,neutral,neutral
1562051855831662592,negative,negative,neutral
1562041974408024067,negative,negative,neutral
1562041900097486848,neutral,neutral,neutral
1562007135420141570,positive,positive,positive
1561895612597116928,negative,negative,neutral
1561804968100782083,negative,negative,neutral
1561752030904975362,positive,negative,positive
1561655389342646273,positive,neutral,neutral
1561510410909634560,negative,negative,negative
1561488043390926849,negative,negative,positive
1561412310832406529,positive,positive,positive
1561396223545937926,positive,neutral,neutral
1561395014013370369,positive,neutral,positive
1561355167999660034,neutral,neutral,neutral
1561336762320015362,negative,positive,positive
1561324706309046273,negative,negative,neutral
1561139466223452162,negative,negative,negative
1561116395429060611,negative,neutral,negative
1561053944150798336,negative,negative,negative
1561036822314106880,neutral,neutral,neutral
1560747743634669568,neutral,neutral,neutral
1560736138272587777,negative,negative,negative
1560729185282412544,positive,positive,neutral
1560588289828016128,negative,neutral,neutral
1560782985804251137,positive,neutral,neutral
1560771416143892481,negative,negative,neutral
1563545501269913603,negative,negative,neutral
1563517369602883587,negative,negative,negative
1561331475978625024,negative,neutral,neutral
1561329599757303808,positive,negative,negative
1561328211044311040,positive,positive,neutral
1561327594792001536,negative,positive,neutral
1561325683631988736,positive,positive,positive
1561319036239101952,positive,positive,positive
1563544846458953729,negative,neutral,neutral
1561317309473759232,negative,negative,negative
1561315060823347200,positive,positive,positive
1561312715615903744,negative,negative,neutral
1561312635991228423,negative,negative,neutral
1561312250232819712,negative,neutral,neutral
1561310591062577152,positive,neutral,negative
1561310280272969730,negative,neutral,negative
1563544691056214016,negative,negative,neutral
1561296027595988992,positive,positive,positive
1561295915587194881,negative,negative,negative
1561291859485401091,negative,negative,negative
1561291584569745408,negative,neutral,positive
1561290746359123969,negative,negative,negative
1561290371686174722,positive,positive,positive
1561284905232994304,negative,neutral,negative
1561284537585483776,negative,negative,neutral
1561274000839524352,positive,positive,positive
1561273498965786624,positive,positive,positive
1561258260644220930,positive,neutral,neutral
1561246373453959169,negative,negative,neutral
1561235532650369024,negative,neutral,negative
1561215619277668352,negative,negative,negative
1563550214006673408,negative,negative,negative
1561192176586997761,positive,positive,positive
1561187720742985728,negative,negative,neutral
1563540628264615937,negative,positive,positive
1561156431339978754,negative,negative,negative
1561150986609197059,negative,negative,neutral
1561148477685567489,positive,positive,neutral
1561148270252097538,negative,positive,neutral
1561143693033316352,negative,positive,neutral
1561137145645043712,negative,neutral,neutral
1561133351242764288,negative,negative,negative
1561133170585735176,negative,negative,neutral
1561130198443098115,negative,negative,negative
1563539189273989122,negative,negative,negative
1561123685251125250,negative,neutral,neutral
1561119330779254790,negative,neutral,neutral
1561118063419875330,negative,negative,positive
1561115971951149056,negative,negative,neutral
1561113599829065728,positive,positive,positive
1561107400907792386,positive,positive,neutral
1561105735190302720,positive,positive,positive
1561101751167565825,negative,negative,negative
1563535768424894464,positive,negative,neutral
1561097687033937920,positive,positive,positive
1561096578307432451,negative,negative,negative
1563535720702042113,negative,neutral,neutral
1561096269514383366,negative,positive,positive
1561096204125360129,neutral,neutral,neutral
1561094780851048456,negative,neutral,positive
1561094581504118784,negative,negative,neutral
1561093497591107584,negative,neutral,positive
1561091497126141956,positive,neutral,neutral
1561064269457899520,positive,positive,neutral
1561083933982334976,positive,positive,positive
1561081782853926916,negative,negative,negative
1561080911864598528,negative,neutral,negative
1561077963612905472,negative,negative,negative
1561076985723486208,positive,positive,positive
1561074344666841091,positive,neutral,neutral
1561072531360063489,negative,negative,negative
1561071909009235975,negative,negative,neutral
1563534063528398849,negative,negative,negative
1561065235469029387,negative,neutral,neutral
1561065162630643712,positive,positive,positive
1563533855172096004,negative,positive,neutral
1563533734250692609,negative,neutral,negative
1561053199540359170,negative,negative,negative
1561051841802256385,negative,negative,neutral
1561047754016702466,positive,positive,positive
1561040387879444483,negative,negative,neutral
1561025458463989762,negative,negative,negative
1561025435403689985,positive,positive,positive
1561022710280495104,positive,positive,positive
1561016815995715585,negative,neutral,neutral
1561013096038162432,negative,negative,neutral
1561011822924337152,negative,negative,negative
1563530713927847936,positive,positive,positive
1561000400593080320,negative,negative,negative
1560993381035147264,positive,positive,positive
1560992097418739713,positive,positive,positive
1560990007451652097,positive,positive,neutral
1560987899302125570,positive,positive,negative
1560987228725252098,negative,negative,negative
1560986309287632904,positive,positive,positive
1560985835985584131,negative,negative,positive
1560982160898760704,positive,positive,positive
1560981896909258753,negative,negative,negative
1560981343235969026,negative,negative,negative
1560977364099776513,negative,positive,neutral
1560975540688982016,positive,positive,positive
1560973723846467587,negative,positive,neutral
1560971230815059970,positive,positive,positive
1560969413477679104,negative,positive,neutral
1560968034822619137,positive,neutral,neutral
1560967752973680642,negative,negative,neutral
1560966167191240707,negative,positive,positive
1563526218489933861,negative,positive,positive
1560965248525516800,negative,neutral,neutral
1560958290229706757,positive,positive,positive
1563525466568671233,negative,negative,neutral
1560947703277838336,positive,positive,positive
1560943723655172096,negative,negative,neutral
1560943475239051270,negative,neutral,negative
1560935233297465344,positive,positive,positive
1560934377646866434,negative,positive,neutral
1560934339306823681,negative,negative,negative
1560933726724521988,positive,positive,neutral
1560923818792714241,positive,positive,positive
1560921092600090625,negative,neutral,negative
1560919980597809154,negative,negative,neutral
1560905393676685312,negative,neutral,neutral
1560905254039949312,negative,negative,negative
1560903428125212672,negative,positive,positive
1563522094876737537,negative,negative,negative
1560884561126559744,negative,neutral,neutral
1560882396903481344,positive,positive,positive
1560882211980804096,positive,positive,positive
1563521686367903744,negative,negative,negative
1560851151939059712,negative,neutral,negative
1563521498429530112,negative,neutral,neutral
1560812569182494720,positive,negative,neutral
1560805685658615808,positive,positive,positive
1560797565762895872,negative,negative,negative
1560793093959458819,negative,negative,negative
1560748934456549377,negative,neutral,neutral
1590983737663426560,positive,positive,positive
1590845155896328195,neutral,neutral,neutral
1590762379813392384,negative,neutral,neutral
1590757322808516608,negative,negative,neutral
1590438126274871296,neutral,neutral,neutral
1590417714954522624,neutral,neutral,neutral
1590390455279443969,neutral,neutral,neutral
1590323569980248066,positive,positive,positive
1590044468237193216,positive,positive,positive
1589864894966681600,neutral,neutral,neutral
1589583297734377475,negative,negative,neutral
1589582214496677889,negative,negative,positive
1588954813085384705,negative,negative,neutral
1588913669945323520,positive,positive,neutral
1588838889795768322,positive,positive,positive
1588654394677301250,negative,negative,neutral
1591057931189256194,positive,positive,positive
1590828290604142592,positive,positive,positive
1590796340555960320,positive,positive,positive
1589326068149669888,positive,positive,positive
1588998283749650432,positive,positive,positive
1588968663381856256,positive,positive,positive
1588132229544386561,positive,positive,positive
1590250154116157440,negative,negative,negative
1590085743938265089,negative,negative,negative
1590017743432323073,negative,negative,negative
1589957286239559680,negative,negative,negative
1589536385111031808,positive,positive,positive
1588859996996980738,negative,negative,negative
1588276332009377792,negative,negative,negative
1591062429433303041,negative,negative,negative
1591053751426904068,negative,negative,negative
1590781133847138305,negative,negative,negative
1590739212512669701,negative,negative,negative
1590654966678827008,negative,negative,negative
1590403197864411136,negative,negative,negative
1591127228032507904,negative,negative,negative
1590842290309775360,positive,neutral,positive
1588333929962082304,negative,negative,negative
1588158848715587584,negative,negative,negative
1591172284038815744,negative,neutral,neutral
1591169311204577280,negative,negative,negative
1588613033726967808,negative,negative,negative
1588229066091642885,negative,negative,negative
1591179685987520512,negative,negative,neutral
1591178448286158848,negative,negative,neutral
1591178226780737536,neutral,neutral,neutral
1591172774466572288,negative,negative,neutral
1591176080479715342,positive,positive,neutral
1591173981687910400,negative,neutral,neutral
1591171806274080768,negative,neutral,neutral
1591163543327473665,negative,negative,neutral
1591157471208706049,neutral,neutral,neutral
1591155773882904577,positive,positive,positive
1591149482561146880,negative,negative,negative
1591136851393646592,negative,negative,neutral
1591113479187931137,positive,positive,neutral
1591109727572070401,negative,negative,neutral
1591006115890073600,negative,negative,positive
1590803220665810945,positive,positive,neutral
1590772894921281539,negative,negative,negative
1590768420660080640,negative,negative,negative
1590764798467198976,negative,negative,neutral
1590733147519401984,positive,negative,positive
1590722451738329088,negative,negative,neutral
1590686981398274048,negative,negative,negative
1590686238045921280,negative,negative,negative
1590681659292385280,negative,negative,neutral
1590673333288214529,negative,negative,negative
1590669464529342464,negative,negative,negative
1590664337169219584,negative,negative,negative
1590647555935047680,negative,negative,neutral
1590645919917043712,positive,positive,positive
1590615866705850368,negative,negative,negative
1590585387751473153,negative,negative,neutral
1590485802772938752,negative,negative,neutral
1590479222963068929,negative,negative,neutral
1590449125728092160,neutral,negative,neutral
1590432974058971136,positive,neutral,positive
1590423217470328834,negative,negative,positive
1590419971200675840,negative,negative,negative
1590414239633928192,negative,negative,neutral
1590411185043963904,negative,negative,negative
1590408607182749696,negative,negative,neutral
1590395406659518465,negative,negative,neutral
1590348610813972480,negative,negative,neutral
1590340865540886528,positive,neutral,positive
1590294569371176960,positive,positive,positive
1590111398700646400,neutral,neutral,neutral
1590031850185306112,negative,negative,neutral
1589963671450841091,negative,negative,neutral
1589959854961364992,negative,neutral,neutral
1589955515014316033,negative,negative,neutral
1589953223099498496,negative,negative,neutral
1589950956732444672,negative,negative,negative
1589705353738194944,negative,negative,neutral
1589697906604670976,negative,negative,neutral
1589697444467855360,negative,negative,neutral
1589687499492044800,positive,positive,positive
1589594348500684800,negative,negative,negative
1589558611327750144,negative,negative,neutral
1589530622116081664,negative,negative,neutral
1588950068534841344,negative,negative,neutral
1588657147587756032,negative,negative,positive
1588294157881446400,neutral,negative,negative
1591164916064718848,negative,negative,negative
1591158450834251776,negative,negative,negative
1590778144868700160,positive,positive,neutral
1590753757494915073,negative,negative,negative
1590735594337935362,neutral,neutral,positive
1590656482676465664,negative,negative,negative
1590476303626444800,negative,negative,positive
1590467493264777217,neutral,neutral,positive
1590464541477179394,negative,negative,positive
1590380954400350209,positive,positive,neutral
1590326691326722048,neutral,neutral,neutral
1589993262651035649,negative,negative,negative
1589989765524312068,positive,positive,neutral
1589982073666039808,neutral,negative,neutral
1589978081493921794,negative,negative,negative
1589629966341529600,negative,negative,neutral
1589298147418902529,negative,negative,negative
1589296993867800577,negative,negative,neutral
1589263898468704256,negative,negative,neutral
1590621695626575873,negative,negative,neutral
1590073564979294210,negative,negative,neutral
1589728319939178497,negative,negative,negative
1589215989887303680,negative,negative,negative
1588855012146708481,negative,negative,negative
1588223247161729025,negative,negative,neutral
1591183499641651200,negative,negative,negative
1591182597971136513,negative,negative,negative
1591179655230656514,neutral,negative,negative
1591177797917347840,negative,negative,negative
1591175862912548864,neutral,negative,neutral
1591175729169182720,negative,negative,negative
1591165223607861248,neutral,neutral,neutral
1591164062054109186,neutral,negative,neutral
1591161272502194176,negative,negative,neutral
1591152637806022656,negative,negative,neutral
1591152442926043136,negative,negative,neutral
1590803262797938688,negative,negative,neutral
1591139153340928000,negative,neutral,neutral
1591123887877652487,negative,negative,neutral
1591122252468465666,positive,neutral,positive
1590821502513184769,negative,negative,negative
1590714682792607744,negative,negative,positive
1590712323081003008,negative,negative,neutral
1591178503520948224,positive,positive,negative
1591178354774151168,positive,positive,neutral
1590725599600947200,negative,negative,neutral
1590734924880887809,negative,negative,neutral
1590705175471173632,positive,positive,positive
1590704609592737792,positive,positive,positive
1590434166457634818,positive,positive,positive
1590408361870168064,positive,positive,positive
1590378784976273408,neutral,positive,positive
1590221173366800384,positive,positive,positive
1590090969738670080,positive,positive,neutral
1590080885994688512,positive,positive,positive
1590049112040562689,negative,positive,positive
1590009978383130625,negative,positive,positive
1589964007644880896,negative,positive,positive
1589963922844831744,positive,positive,positive
1589881339389808641,positive,positive,positive
1589881015606001664,positive,positive,positive
1588182968819859458,positive,positive,positive
1591183930144985088,positive,positive,neutral
1591180723993837568,neutral,neutral,neutral
1591173589281427456,positive,positive,positive
1591171067867004939,positive,positive,positive
1591137026942042113,negative,negative,negative
1591136918993276928,negative,negative,neutral
1591132552219459584,negative,negative,negative
1591131469858373633,positive,positive,neutral
1591130952054734848,negative,negative,negative
1591121598211567617,positive,positive,positive
1591118956865126418,negative,negative,neutral
1591111224107769856,neutral,neutral,negative
1591108434144899074,neutral,neutral,neutral
1591106640925065221,positive,positive,positive
1590849908130869250,negative,negative,negative
1590849229920292866,positive,negative,positive
1590805462156718080,positive,positive,positive
1590700397462966274,neutral,neutral,negative
1590568995287027712,neutral,neutral,neutral
1591364990644142082,positive,positive,positive
1591350393392488449,positive,positive,positive
1590103223066853376,positive,positive,positive
1590049617286434818,negative,negative,positive
1605843672888594434,negative,negative,neutral
1604783757478723587,neutral,negative,neutral
1609607342349246469,negative,negative,negative
1609487202911756289,positive,positive,positive
1609170455868448770,positive,positive,positive
1609153687498129409,negative,negative,neutral
1609152816647397378,positive,neutral,positive
1609152542537285632,positive,neutral,positive
1608535918817820673,positive,positive,positive
1608190791855517697,positive,neutral,positive
1608187115367550976,negative,negative,positive
1608183806212685827,negative,negative,positive
1607359701175668738,positive,positive,positive
1607346035860594689,negative,neutral,neutral
1607084694461632512,positive,positive,positive
1606612846409818117,positive,positive,neutral
1606608811925585921,positive,positive,positive
1606390123314106368,negative,negative,negative
1606386104877387803,neutral,neutral,neutral
1606385533638348809,positive,positive,neutral
1606376067576610817,negative,negative,negative
1606373837402214412,neutral,neutral,neutral
1606301061303582720,negative,negative,neutral
1606208893058678784,positive,neutral,neutral
1606206871509032962,neutral,neutral,neutral
1606005665104662530,negative,negative,neutral
1605959741489876993,negative,negative,positive
1610355279786295296,neutral,negative,neutral
1610100701123813376,neutral,negative,neutral
1609674573867270144,negative,negative,neutral
1609668741863800833,neutral,negative,neutral
1609656727145943040,neutral,negative,neutral
1609637692081606658,negative,negative,neutral
1609620895806504960,neutral,neutral,neutral
1609521561337315330,negative,negative,neutral
1609206059964530693,neutral,neutral,neutral
1609139709699100672,neutral,neutral,neutral
1609133801644367872,neutral,negative,neutral
1608915215613308929,positive,positive,positive
1608884925108998145,positive,positive,positive
1608789859799556096,positive,positive,positive
1608774958758662144,neutral,positive,neutral
1608766115307745280,negative,negative,positive
